Order_ID;Method;Status
O03603;Transfer;Failed
O03604;COD;Paid
O03605;COD;Paid
O03606;Transfer;Paid
O03607;Credit Card;Paid
O03608;E-Wallet;Paid
O03609;COD;Failed
O03610;QRIS;Paid
O03611;QRIS;Failed
O03612;QRIS;Failed
O03613;Transfer;Paid
O03614;E-Wallet;Paid
O03615;E-Wallet;Failed
O03616;COD;Failed
O03617;E-Wallet;Paid
O03618;COD;Paid
O03619;QRIS;Paid
O03620;QRIS;Paid
O03621;E-Wallet;Paid
O03622;Transfer;Failed
O03623;COD;Paid
O03624;COD;Paid
O03625;Credit Card;Paid
O03626;Credit Card;Failed
O03627;Transfer;Paid
O03628;E-Wallet;Paid
O03629;COD;Failed
O03630;Credit Card;Paid
O03631;E-Wallet;Paid
O03632;E-Wallet;Paid
O03633;Transfer;Paid
O03634;Credit Card;Failed
O03635;E-Wallet;Paid
O03636;QRIS;Paid
O03637;Transfer;Paid
O03638;QRIS;Paid
O03639;QRIS;Paid
O03640;Credit Card;Paid
O03641;Transfer;Failed
O03642;COD;Paid
O03643;COD;Paid
O03644;E-Wallet;Paid
O03645;E-Wallet;Paid
O03646;COD;Paid
O03647;Credit Card;Paid
O03648;QRIS;Paid
O03649;Credit Card;Paid
O03650;QRIS;Failed
O03651;QRIS;Paid
O03652;Transfer;Paid
O03653;Transfer;Paid
O03654;Transfer;Paid
O03655;Credit Card;Paid
O03656;QRIS;Paid
O03657;QRIS;Paid
O03658;E-Wallet;Failed
O03659;QRIS;Paid
O03660;E-Wallet;Paid
O03661;COD;Paid
O03662;Credit Card;Paid
O03663;E-Wallet;Paid
O03664;E-Wallet;Paid
O03665;Transfer;Failed
O03666;Credit Card;Failed
O03667;Transfer;Paid
O03668;QRIS;Failed
O03669;Transfer;Paid
O03670;COD;Paid
O03671;Transfer;Paid
O03672;E-Wallet;Failed
O03673;QRIS;Paid
O03674;E-Wallet;Failed
O03675;Credit Card;Paid
O03676;COD;Paid
O03677;E-Wallet;Paid
O03678;COD;Failed
O03679;QRIS;Paid
O03680;COD;Failed
O03681;E-Wallet;Paid
O03682;E-Wallet;Paid
O03683;Transfer;Paid
O03684;Transfer;Paid
O03685;E-Wallet;Paid
O03686;Credit Card;Paid
O03687;E-Wallet;Paid
O03688;E-Wallet;Paid
O03689;QRIS;Paid
O03690;Transfer;Paid
O03691;E-Wallet;Paid
O03692;COD;Paid
O03693;COD;Failed
O03694;COD;Failed
O03695;Credit Card;Paid
O03696;Credit Card;Paid
O03697;Transfer;Failed
O03698;QRIS;Paid
O03699;Credit Card;Paid
O03700;E-Wallet;Paid
O03701;COD;Paid
O03702;E-Wallet;Paid
O03703;E-Wallet;Paid
O03704;COD;Failed
O03705;Credit Card;Paid
O03706;QRIS;Paid
O03707;COD;Paid
O03708;QRIS;Paid
O03709;E-Wallet;Paid
O03710;Credit Card;Paid
O03711;Credit Card;Paid
O03712;QRIS;Paid
O03713;QRIS;Paid
O03714;E-Wallet;Paid
O03715;E-Wallet;Paid
O03716;E-Wallet;Paid
O03717;COD;Paid
O03718;Transfer;Failed
O03719;Transfer;Failed
O03720;Credit Card;Paid
O03721;Credit Card;Failed
O03722;E-Wallet;Paid
O03723;QRIS;Paid
O03724;E-Wallet;Paid
O03725;Credit Card;Paid
O03726;Transfer;Failed
O03727;E-Wallet;Paid
O03728;COD;Failed
O03729;E-Wallet;Paid
O03730;COD;Failed
O03731;QRIS;Failed
O03732;E-Wallet;Paid
O03733;E-Wallet;Paid
O03734;QRIS;Paid
O03735;QRIS;Paid
O03736;Transfer;Paid
O03737;COD;Failed
O03738;Transfer;Paid
O03739;E-Wallet;Failed
O03740;COD;Paid
O03741;Credit Card;Paid
O03742;COD;Paid
O03743;COD;Paid
O03744;E-Wallet;Paid
O03745;E-Wallet;Paid
O03746;Credit Card;Failed
O03747;QRIS;Paid
O03748;E-Wallet;Paid
O03749;COD;Paid
O03750;Transfer;Paid
O03751;QRIS;Failed
O03752;Transfer;Failed
O03753;QRIS;Paid
O03754;Credit Card;Paid
O03755;QRIS;Paid
O03756;Credit Card;Paid
O03757;Credit Card;Paid
O03758;Transfer;Paid
O03759;Credit Card;Failed
O03760;QRIS;Failed
O03761;Transfer;Paid
O03762;Credit Card;Paid
O03763;Transfer;Paid
O03764;COD;Paid
O03765;E-Wallet;Paid
O03766;QRIS;Paid
O03767;E-Wallet;Paid
O03768;Transfer;Paid
O03769;COD;Paid
O03770;COD;Failed
O03771;E-Wallet;Paid
O03772;COD;Paid
O03773;QRIS;Failed
O03774;Credit Card;Paid
O03775;E-Wallet;Paid
O03776;Transfer;Paid
O03777;COD;Paid
O03778;E-Wallet;Paid
O03779;COD;Paid
O03780;COD;Paid
O03781;Credit Card;Failed
O03782;QRIS;Paid
O03783;Transfer;Paid
O03784;Transfer;Failed
O03785;QRIS;Paid
O03786;Transfer;Paid
O03787;QRIS;Paid
O03788;Credit Card;Paid
O03789;COD;Paid
O03790;Credit Card;Failed
O03791;Credit Card;Failed
O03792;Transfer;Paid
O03793;Transfer;Failed
O03794;COD;Paid
O03795;E-Wallet;Failed
O03796;E-Wallet;Paid
O03797;E-Wallet;Paid
O03798;Credit Card;Paid
O03799;COD;Failed
O03800;COD;Failed
O03801;E-Wallet;Paid
O03802;Credit Card;Failed
O03803;Credit Card;Paid
O03804;COD;Paid
O03805;COD;Paid
O03806;Transfer;Paid
O03807;Credit Card;Paid
O03808;Credit Card;Failed
O03809;Credit Card;Failed
O03810;E-Wallet;Paid
O03811;COD;Failed
O03812;Transfer;Paid
O03813;QRIS;Failed
O03814;COD;Paid
O03815;Credit Card;Failed
O03816;Credit Card;Paid
O03817;Credit Card;Paid
O03818;COD;Paid
O03819;COD;Paid
O03820;COD;Failed
O03821;QRIS;Paid
O03822;COD;Paid
O03823;E-Wallet;Failed
O03824;Transfer;Paid
O03825;E-Wallet;Paid
O03826;E-Wallet;Paid
O03827;E-Wallet;Failed
O03828;Transfer;Paid
O03829;Transfer;Paid
O03830;E-Wallet;Failed
O03831;E-Wallet;Paid
O03832;Transfer;Paid
O03833;Credit Card;Paid
O03834;Credit Card;Paid
O03835;Transfer;Paid
O03836;COD;Paid
O03837;E-Wallet;Paid
O03838;E-Wallet;Paid
O03839;Credit Card;Paid
O03840;E-Wallet;Paid
O03841;Transfer;Failed
O03842;QRIS;Paid
O03843;E-Wallet;Paid
O03844;QRIS;Paid
O03845;QRIS;Failed
O03846;Transfer;Paid
O03847;Transfer;Paid
O03848;Transfer;Failed
O03849;Credit Card;Failed
O03850;COD;Paid
O03851;QRIS;Failed
O03852;Transfer;Failed
O03853;COD;Paid
O03854;Credit Card;Paid
O03855;E-Wallet;Paid
O03856;QRIS;Paid
O03857;Credit Card;Paid
O03858;Credit Card;Paid
O03859;Credit Card;Failed
O03860;Transfer;Paid
O03861;E-Wallet;Paid
O03862;Transfer;Failed
O03863;Credit Card;Paid
O03864;COD;Failed
O03865;E-Wallet;Paid
O03866;Transfer;Paid
O03867;COD;Paid
O03868;QRIS;Paid
O03869;E-Wallet;Paid
O03870;Credit Card;Failed
O03871;E-Wallet;Failed
O03872;QRIS;Paid
O03873;Transfer;Paid
O03874;Transfer;Paid
O03875;E-Wallet;Failed
O03876;Credit Card;Paid
O03877;Transfer;Paid
O03878;QRIS;Paid
O03879;COD;Paid
O03880;Transfer;Failed
O03881;COD;Failed
O03882;E-Wallet;Paid
O03883;E-Wallet;Paid
O03884;Credit Card;Failed
O03885;Transfer;Failed
O03886;E-Wallet;Paid
O03887;Transfer;Paid
O03888;Credit Card;Paid
O03889;Credit Card;Failed
O03890;Transfer;Paid
O03891;Credit Card;Failed
O03892;COD;Paid
O03893;Credit Card;Paid
O03894;E-Wallet;Paid
O03895;QRIS;Paid
O03896;QRIS;Failed
O03897;Credit Card;Failed
O03898;E-Wallet;Failed
O03899;E-Wallet;Paid
O03900;Credit Card;Failed
O03901;Transfer;Failed
O03902;Credit Card;Paid
O03903;E-Wallet;Paid
O03904;COD;Failed
O03905;Transfer;Paid
O03906;QRIS;Failed
O03907;E-Wallet;Failed
O03908;COD;Failed
O03909;Transfer;Paid
O03910;Credit Card;Paid
O03911;QRIS;Paid
O03912;COD;Failed
O03913;Credit Card;Paid
O03914;Credit Card;Paid
O03915;Transfer;Paid
O03916;Credit Card;Paid
O03917;Transfer;Paid
O03918;QRIS;Paid
O03919;QRIS;Paid
O03920;COD;Paid
O03921;QRIS;Paid
O03922;QRIS;Failed
O03923;E-Wallet;Paid
O03924;E-Wallet;Failed
O03925;Transfer;Paid
O03926;COD;Paid
O03927;Credit Card;Paid
O03928;Transfer;Paid
O03929;COD;Paid
O03930;COD;Failed
O03931;E-Wallet;Failed
O03932;COD;Paid
O03933;COD;Paid
O03934;QRIS;Paid
O03935;E-Wallet;Paid
O03936;QRIS;Paid
O03937;COD;Paid
O03938;Credit Card;Paid
O03939;COD;Paid
O03940;Transfer;Failed
O03941;COD;Paid
O03942;Credit Card;Failed
O03943;E-Wallet;Paid
O03944;QRIS;Paid
O03945;COD;Failed
O03946;Transfer;Failed
O03947;QRIS;Paid
O03948;Credit Card;Paid
O03949;Credit Card;Failed
O03950;E-Wallet;Paid
O03951;Credit Card;Paid
O03952;E-Wallet;Paid
O03953;Credit Card;Paid
O03954;QRIS;Paid
O03955;Transfer;Paid
O03956;E-Wallet;Paid
O03957;Credit Card;Failed
O03958;Transfer;Paid
O03959;E-Wallet;Paid
O03960;Credit Card;Paid
O03961;Transfer;Paid
O03962;Credit Card;Failed
O03963;COD;Paid
O03964;Credit Card;Paid
O03965;Credit Card;Paid
O03966;QRIS;Paid
O03967;Credit Card;Paid
O03968;E-Wallet;Paid
O03969;QRIS;Paid
O03970;Credit Card;Failed
O03971;E-Wallet;Paid
O03972;E-Wallet;Paid
O03973;QRIS;Failed
O03974;COD;Paid
O03975;COD;Paid
O03976;E-Wallet;Paid
O03977;COD;Paid
O03978;Transfer;Failed
O03979;COD;Paid
O03980;Credit Card;Failed
O03981;Transfer;Paid
O03982;E-Wallet;Paid
O03983;Credit Card;Paid
O03984;Transfer;Paid
O03985;COD;Failed
O03986;QRIS;Failed
O03987;QRIS;Paid
O03988;Transfer;Failed
O03989;COD;Paid
O03990;E-Wallet;Paid
O03991;QRIS;Paid
O03992;Transfer;Paid
O03993;E-Wallet;Failed
O03994;QRIS;Failed
O03995;Transfer;Paid
O03996;COD;Paid
O03997;COD;Paid
O03998;QRIS;Paid
O03999;Transfer;Failed
O04000;COD;Paid
O04001;COD;Failed
O04002;QRIS;Paid
O04003;COD;Paid
O04004;Credit Card;Paid
O04005;Transfer;Failed
O04006;Credit Card;Paid
O04007;Transfer;Failed
O04008;E-Wallet;Paid
O04009;QRIS;Paid
O04010;QRIS;Failed
O04011;QRIS;Paid
O04012;QRIS;Paid
O04013;QRIS;Paid
O04014;Credit Card;Failed
O04015;Credit Card;Failed
O04016;COD;Failed
O04017;QRIS;Failed
O04018;Transfer;Failed
O04019;Transfer;Paid
O04020;E-Wallet;Paid
O04021;QRIS;Paid
O04022;Credit Card;Paid
O04023;COD;Paid
O04024;E-Wallet;Paid
O04025;Credit Card;Paid
O04026;Credit Card;Failed
O04027;Credit Card;Paid
O04028;QRIS;Paid
O04029;Credit Card;Failed
O04030;Credit Card;Failed
O04031;Credit Card;Paid
O04032;E-Wallet;Paid
O04033;Transfer;Paid
O04034;COD;Failed
O04035;E-Wallet;Failed
O04036;Transfer;Paid
O04037;COD;Paid
O04038;Transfer;Failed
O04039;Transfer;Paid
O04040;Credit Card;Failed
O04041;COD;Paid
O04042;E-Wallet;Paid
O04043;COD;Failed
O04044;COD;Paid
O04045;Credit Card;Failed
O04046;Credit Card;Paid
O04047;QRIS;Paid
O04048;Credit Card;Paid
O04049;Transfer;Paid
O04050;COD;Paid
O04051;QRIS;Failed
O04052;COD;Failed
O04053;QRIS;Paid
O04054;Transfer;Paid
O04055;E-Wallet;Paid
O04056;Transfer;Failed
O04057;QRIS;Paid
O04058;Transfer;Paid
O04059;QRIS;Paid
O04060;Credit Card;Failed
O04061;COD;Failed
O04062;COD;Failed
O04063;COD;Failed
O04064;Credit Card;Paid
O04065;COD;Failed
O04066;E-Wallet;Paid
O04067;QRIS;Paid
O04068;Transfer;Paid
O04069;Credit Card;Paid
O04070;QRIS;Paid
O04071;E-Wallet;Paid
O04072;QRIS;Paid
O04073;Transfer;Failed
O04074;COD;Paid
O04075;Credit Card;Paid
O04076;Credit Card;Paid
O04077;Credit Card;Failed
O04078;COD;Paid
O04079;QRIS;Failed
O04080;Transfer;Paid
O04081;QRIS;Failed
O04082;E-Wallet;Paid
O04083;E-Wallet;Paid
O04084;COD;Failed
O04085;COD;Paid
O04086;Transfer;Paid
O04087;QRIS;Paid
O04088;COD;Paid
O04089;E-Wallet;Failed
O04090;Transfer;Paid
O04091;COD;Paid
O04092;E-Wallet;Paid
O04093;QRIS;Paid
O04094;COD;Paid
O04095;E-Wallet;Paid
O04096;E-Wallet;Paid
O04097;QRIS;Paid
O04098;QRIS;Paid
O04099;COD;Failed
O04100;COD;Paid
O04101;COD;Paid
O04102;QRIS;Paid
O04103;Transfer;Paid
O04104;E-Wallet;Failed
O04105;Credit Card;Paid
O04106;Credit Card;Paid
O04107;COD;Paid
O04108;Credit Card;Paid
O04109;E-Wallet;Paid
O04110;QRIS;Failed
O04111;E-Wallet;Paid
O04112;E-Wallet;Paid
O04113;COD;Paid
O04114;QRIS;Failed
O04115;E-Wallet;Paid
O04116;E-Wallet;Paid
O04117;Transfer;Paid
O04118;COD;Paid
O04119;Credit Card;Paid
O04120;Transfer;Failed
O04121;QRIS;Paid
O04122;Transfer;Failed
O04123;QRIS;Paid
O04124;Credit Card;Paid
O04125;E-Wallet;Paid
O04126;QRIS;Paid
O04127;QRIS;Paid
O04128;Credit Card;Paid
O04129;E-Wallet;Paid
O04130;COD;Failed
O04131;E-Wallet;Failed
O04132;Credit Card;Paid
O04133;COD;Failed
O04134;Credit Card;Paid
O04135;COD;Paid
O04136;Credit Card;Failed
O04137;Transfer;Paid
O04138;Transfer;Paid
O04139;E-Wallet;Paid
O04140;Transfer;Paid
O04141;COD;Paid
O04142;Transfer;Failed
O04143;QRIS;Paid
O04144;E-Wallet;Failed
O04145;E-Wallet;Paid
O04146;QRIS;Paid
O04147;Credit Card;Paid
O04148;COD;Paid
O04149;E-Wallet;Paid
O04150;E-Wallet;Failed
O04151;Transfer;Paid
O04152;COD;Paid
O04153;QRIS;Paid
O04154;Credit Card;Failed
O04155;Credit Card;Paid
O04156;Credit Card;Paid
O04157;COD;Paid
O04158;Transfer;Failed
O04159;Transfer;Paid
O04160;E-Wallet;Paid
O04161;COD;Paid
O04162;Credit Card;Paid
O04163;Transfer;Paid
O04164;Credit Card;Failed
O04165;Credit Card;Paid
O04166;QRIS;Paid
O04167;COD;Failed
O04168;Credit Card;Paid
O04169;E-Wallet;Paid
O04170;Credit Card;Paid
O04171;Credit Card;Paid
O04172;Transfer;Paid
O04173;Credit Card;Paid
O04174;Credit Card;Paid
O04175;COD;Paid
O04176;Transfer;Paid
O04177;COD;Failed
O04178;QRIS;Paid
O04179;Credit Card;Paid
O04180;Transfer;Paid
O04181;Transfer;Paid
O04182;COD;Paid
O04183;COD;Paid
O04184;Transfer;Paid
O04185;COD;Paid
O04186;COD;Paid
O04187;QRIS;Paid
O04188;Credit Card;Paid
O04189;Credit Card;Paid
O04190;E-Wallet;Paid
O04191;Transfer;Paid
O04192;COD;Paid
O04193;QRIS;Paid
O04194;E-Wallet;Paid
O04195;Transfer;Failed
O04196;Credit Card;Paid
O04197;Credit Card;Paid
O04198;QRIS;Paid
O04199;Transfer;Paid
O04200;QRIS;Paid
O04201;Transfer;Paid
O04202;Credit Card;Paid
O04203;Transfer;Paid
O04204;Transfer;Paid
O04205;Credit Card;Paid
O04206;E-Wallet;Paid
O04207;Credit Card;Paid
O04208;COD;Paid
O04209;Credit Card;Paid
O04210;Transfer;Paid
O04211;Transfer;Failed
O04212;E-Wallet;Paid
O04213;E-Wallet;Paid
O04214;E-Wallet;Failed
O04215;QRIS;Paid
O04216;COD;Failed
O04217;E-Wallet;Paid
O04218;Transfer;Paid
O04219;QRIS;Paid
O04220;Transfer;Paid
O04221;COD;Paid
O04222;QRIS;Failed
O04223;COD;Failed
O04224;QRIS;Paid
O04225;Credit Card;Paid
O04226;QRIS;Failed
O04227;E-Wallet;Paid
O04228;Transfer;Paid
O04229;E-Wallet;Paid
O04230;QRIS;Paid
O04231;QRIS;Paid
O04232;QRIS;Paid
O04233;Transfer;Failed
O04234;QRIS;Paid
O04235;QRIS;Failed
O04236;E-Wallet;Paid
O04237;E-Wallet;Paid
O04238;Transfer;Paid
O04239;COD;Paid
O04240;COD;Failed
O04241;E-Wallet;Failed
O04242;Transfer;Failed
O04243;Transfer;Paid
O04244;E-Wallet;Paid
O04245;E-Wallet;Paid
O04246;QRIS;Paid
O04247;E-Wallet;Paid
O04248;Credit Card;Paid
O04249;COD;Paid
O04250;Transfer;Paid
O04251;Credit Card;Paid
O04252;Transfer;Paid
O04253;COD;Paid
O04254;Transfer;Failed
O04255;QRIS;Paid
O04256;E-Wallet;Paid
O04257;Credit Card;Paid
O04258;Transfer;Paid
O04259;QRIS;Paid
O04260;QRIS;Failed
O04261;COD;Paid
O04262;Transfer;Paid
O04263;Credit Card;Paid
O04264;E-Wallet;Failed
O04265;Credit Card;Paid
O04266;QRIS;Failed
O04267;Credit Card;Failed
O04268;E-Wallet;Failed
O04269;E-Wallet;Paid
O04270;COD;Paid
O04271;Transfer;Paid
O04272;Transfer;Paid
O04273;QRIS;Paid
O04274;Credit Card;Paid
O04275;COD;Paid
O04276;Credit Card;Paid
O04277;E-Wallet;Paid
O04278;COD;Paid
O04279;Transfer;Paid
O04280;Credit Card;Paid
O04281;COD;Paid
O04282;E-Wallet;Paid
O04283;Transfer;Failed
O04284;E-Wallet;Failed
O04285;E-Wallet;Paid
O04286;COD;Paid
O04287;E-Wallet;Paid
O04288;QRIS;Paid
O04289;QRIS;Failed
O04290;Credit Card;Paid
O04291;COD;Paid
O04292;Credit Card;Failed
O04293;QRIS;Paid
O04294;Transfer;Paid
O04295;QRIS;Paid
O04296;COD;Paid
O04297;QRIS;Paid
O04298;Credit Card;Paid
O04299;Credit Card;Paid
O04300;E-Wallet;Paid
O04301;QRIS;Paid
O04302;QRIS;Paid
O04303;COD;Paid
O04304;Transfer;Failed
O04305;QRIS;Paid
O04306;QRIS;Paid
O04307;E-Wallet;Paid
O04308;Transfer;Paid
O04309;Transfer;Paid
O04310;E-Wallet;Failed
O04311;QRIS;Paid
O04312;Credit Card;Paid
O04313;QRIS;Paid
O04314;E-Wallet;Failed
O04315;QRIS;Paid
O04316;COD;Paid
O04317;QRIS;Paid
O04318;Transfer;Paid
O04319;QRIS;Failed
O04320;COD;Paid
O04321;Credit Card;Paid
O04322;Credit Card;Failed
O04323;COD;Paid
O04324;COD;Paid
O04325;QRIS;Paid
O04326;COD;Paid
O04327;COD;Paid
O04328;Credit Card;Paid
O04329;Transfer;Paid
O04330;COD;Failed
O04331;Transfer;Failed
O04332;E-Wallet;Paid
O04333;COD;Paid
O04334;Credit Card;Failed
O04335;QRIS;Failed
O04336;Credit Card;Paid
O04337;E-Wallet;Paid
O04338;E-Wallet;Paid
O04339;E-Wallet;Paid
O04340;Credit Card;Paid
O04341;Credit Card;Paid
O04342;Transfer;Paid
O04343;E-Wallet;Paid
O04344;Transfer;Paid
O04345;QRIS;Paid
O04346;COD;Paid
O04347;Transfer;Paid
O04348;QRIS;Failed
O04349;QRIS;Paid
O04350;QRIS;Paid
O04351;QRIS;Paid
O04352;E-Wallet;Failed
O04353;QRIS;Paid
O04354;E-Wallet;Failed
O04355;COD;Paid
O04356;Credit Card;Paid
O04357;E-Wallet;Paid
O04358;COD;Paid
O04359;QRIS;Failed
O04360;COD;Paid
O04361;Credit Card;Paid
O04362;QRIS;Paid
O04363;QRIS;Paid
O04364;QRIS;Paid
O04365;Transfer;Paid
O04366;E-Wallet;Paid
O04367;Credit Card;Paid
O04368;E-Wallet;Failed
O04369;Credit Card;Paid
O04370;QRIS;Failed
O04371;QRIS;Paid
O04372;COD;Failed
O04373;Credit Card;Paid
O04374;E-Wallet;Paid
O04375;QRIS;Paid
O04376;E-Wallet;Paid
O04377;Transfer;Paid
O04378;E-Wallet;Paid
O04379;E-Wallet;Paid
O04380;Transfer;Paid
O04381;E-Wallet;Paid
O04382;Transfer;Paid
O04383;Credit Card;Paid
O04384;E-Wallet;Paid
O04385;Transfer;Paid
O04386;QRIS;Failed
O04387;Transfer;Paid
O04388;Transfer;Failed
O04389;Transfer;Paid
O04390;Transfer;Paid
O04391;E-Wallet;Paid
O04392;COD;Paid
O04393;E-Wallet;Failed
O04394;COD;Paid
O04395;Transfer;Failed
O04396;COD;Paid
O04397;Transfer;Paid
O04398;Transfer;Failed
O04399;Credit Card;Paid
O04400;Credit Card;Failed
O04401;Transfer;Paid
O04402;COD;Paid
O04403;Credit Card;Paid
O04404;Credit Card;Paid
O04405;QRIS;Failed
O04406;QRIS;Paid
O04407;QRIS;Failed
O04408;Transfer;Failed
O04409;E-Wallet;Paid
O04410;E-Wallet;Paid
O04411;COD;Paid
O04412;QRIS;Paid
O04413;QRIS;Failed
O04414;Credit Card;Failed
O04415;QRIS;Paid
O04416;E-Wallet;Failed
O04417;COD;Paid
O04418;COD;Failed
O04419;Credit Card;Paid
O04420;COD;Paid
O04421;COD;Paid
O04422;E-Wallet;Paid
O04423;Transfer;Paid
O04424;Credit Card;Paid
O04425;Credit Card;Paid
O04426;E-Wallet;Paid
O04427;COD;Failed
O04428;COD;Failed
O04429;COD;Paid
O04430;E-Wallet;Paid
O04431;E-Wallet;Paid
O04432;COD;Paid
O04433;Transfer;Failed
O04434;COD;Paid
O04435;E-Wallet;Paid
O04436;COD;Failed
O04437;E-Wallet;Paid
O04438;Transfer;Paid
O04439;COD;Paid
O04440;QRIS;Paid
O04441;E-Wallet;Paid
O04442;QRIS;Paid
O04443;Credit Card;Paid
O04444;QRIS;Failed
O04445;QRIS;Paid
O04446;Transfer;Paid
O04447;Credit Card;Failed
O04448;COD;Paid
O04449;Transfer;Failed
O04450;Transfer;Failed
O04451;Transfer;Paid
O04452;Credit Card;Paid
O04453;COD;Paid
O04454;E-Wallet;Paid
O04455;Transfer;Paid
O04456;E-Wallet;Paid
O04457;COD;Failed
O04458;E-Wallet;Paid
O04459;Credit Card;Failed
O04460;COD;Paid
O04461;COD;Paid
O04462;QRIS;Failed
O04463;COD;Paid
O04464;Transfer;Paid
O04465;COD;Paid
O04466;E-Wallet;Paid
O04467;E-Wallet;Paid
O04468;Transfer;Paid
O04469;Transfer;Paid
O04470;QRIS;Paid
O04471;QRIS;Paid
O04472;E-Wallet;Paid
O04473;Transfer;Failed
O04474;E-Wallet;Paid
O04475;Credit Card;Paid
O04476;Transfer;Failed
O04477;COD;Paid
O04478;E-Wallet;Paid
O04479;Credit Card;Paid
O04480;COD;Failed
O04481;COD;Failed
O04482;Transfer;Paid
O04483;QRIS;Paid
O04484;E-Wallet;Paid
O04485;Credit Card;Failed
O04486;QRIS;Paid
O04487;Credit Card;Paid
O04488;COD;Paid
O04489;E-Wallet;Paid
O04490;QRIS;Paid
O04491;E-Wallet;Failed
O04492;COD;Paid
O04493;COD;Paid
O04494;E-Wallet;Failed
O04495;QRIS;Paid
O04496;Credit Card;Paid
O04497;Credit Card;Paid
O04498;Transfer;Failed
O04499;Transfer;Paid
O04500;Transfer;Failed
O04501;Transfer;Paid
O04502;E-Wallet;Failed
O04503;COD;Paid
O04504;Transfer;Paid
O04505;COD;Failed
O04506;Transfer;Paid
O04507;COD;Failed
O04508;E-Wallet;Failed
O04509;COD;Paid
O04510;QRIS;Paid
O04511;COD;Paid
O04512;E-Wallet;Failed
O04513;COD;Paid
O04514;Credit Card;Paid
O04515;Credit Card;Failed
O04516;Credit Card;Paid
O04517;Transfer;Paid
O04518;Credit Card;Paid
O04519;Credit Card;Paid
O04520;Credit Card;Failed
O04521;COD;Paid
O04522;E-Wallet;Failed
O04523;Transfer;Paid
O04524;Credit Card;Paid
O04525;COD;Paid
O04526;Credit Card;Paid
O04527;QRIS;Paid
O04528;Credit Card;Failed
O04529;Transfer;Paid
O04530;COD;Failed
O04531;Credit Card;Paid
O04532;E-Wallet;Paid
O04533;Credit Card;Paid
O04534;Transfer;Paid
O04535;QRIS;Paid
O04536;E-Wallet;Paid
O04537;COD;Paid
O04538;COD;Paid
O04539;E-Wallet;Paid
O04540;COD;Paid
O04541;Credit Card;Paid
O04542;E-Wallet;Paid
O04543;E-Wallet;Paid
O04544;QRIS;Paid
O04545;Transfer;Failed
O04546;Credit Card;Failed
O04547;COD;Paid
O04548;COD;Failed
O04549;E-Wallet;Paid
O04550;E-Wallet;Paid
O04551;Credit Card;Paid
O04552;QRIS;Paid
O04553;Transfer;Paid
O04554;QRIS;Paid
O04555;Transfer;Paid
O04556;COD;Paid
O04557;COD;Paid
O04558;Transfer;Paid
O04559;Transfer;Paid
O04560;Credit Card;Paid
O04561;E-Wallet;Failed
O04562;COD;Paid
O04563;E-Wallet;Failed
O04564;Transfer;Paid
O04565;Transfer;Failed
O04566;QRIS;Paid
O04567;COD;Paid
O04568;Transfer;Paid
O04569;COD;Failed
O04570;Transfer;Paid
O04571;Transfer;Paid
O04572;Credit Card;Paid
O04573;Transfer;Paid
O04574;E-Wallet;Failed
O04575;E-Wallet;Paid
O04576;E-Wallet;Paid
O04577;E-Wallet;Paid
O04578;Transfer;Paid
O04579;Transfer;Paid
O04580;Transfer;Failed
O04581;Credit Card;Paid
O04582;Credit Card;Failed
O04583;Transfer;Failed
O04584;Transfer;Failed
O04585;Credit Card;Paid
O04586;QRIS;Paid
O04587;COD;Paid
O04588;QRIS;Paid
O04589;QRIS;Paid
O04590;Credit Card;Paid
O04591;QRIS;Paid
O04592;E-Wallet;Paid
O04593;E-Wallet;Paid
O04594;QRIS;Paid
O04595;E-Wallet;Paid
O04596;COD;Failed
O04597;Transfer;Paid
O04598;Credit Card;Paid
O04599;E-Wallet;Paid
O04600;COD;Paid
O04601;E-Wallet;Failed
O04602;COD;Paid
O04603;Credit Card;Paid
O04604;Credit Card;Failed
O04605;QRIS;Paid
O04606;Transfer;Failed
O04607;E-Wallet;Failed
O04608;Credit Card;Failed
O04609;Transfer;Paid
O04610;E-Wallet;Paid
O04611;Transfer;Paid
O04612;QRIS;Paid
O04613;COD;Paid
O04614;QRIS;Paid
O04615;QRIS;Failed
O04616;COD;Paid
O04617;Credit Card;Paid
O04618;Transfer;Paid
O04619;Credit Card;Failed
O04620;Transfer;Paid
O04621;Credit Card;Paid
O04622;E-Wallet;Paid
O04623;E-Wallet;Failed
O04624;Credit Card;Paid
O04625;COD;Paid
O04626;Credit Card;Paid
O04627;Credit Card;Failed
O04628;COD;Paid
O04629;Transfer;Paid
O04630;QRIS;Paid
O04631;QRIS;Failed
O04632;E-Wallet;Paid
O04633;QRIS;Paid
O04634;Credit Card;Paid
O04635;Transfer;Paid
O04636;COD;Failed
O04637;Credit Card;Failed
O04638;COD;Paid
O04639;Credit Card;Paid
O04640;COD;Failed
O04641;Credit Card;Failed
O04642;QRIS;Failed
O04643;Credit Card;Paid
O04644;Credit Card;Paid
O04645;E-Wallet;Paid
O04646;E-Wallet;Paid
O04647;QRIS;Paid
O04648;E-Wallet;Paid
O04649;Transfer;Paid
O04650;COD;Paid
O04651;E-Wallet;Paid
